word,meaning,phonetic,example,example_cn
promotional,促销的,,The store is having a promotional sale.,这家商店正在搞促销活动。
prompt,促使，推动；提示；及时的；提示台词， 提示；敏捷的，及时的；敏捷的；v. 敦促；敦促,,Your prompt reply is greatly appreciated.,非常感谢你及时的回复。
pronoun,代名词；代词,,"""He"" and ""she"" are pronouns in English.","""He""和""she""是英语中的代词。"
pronounce,发…的音；宣布,,How do you pronounce this word?,这个单词怎么发音？
pronunciation,发音，发音法,,Your pronunciation is very good.,你的发音非常好。
proof,耐…的， 能防…的；证据，证明；校样，样张；证据；证明；校样,,Do you have proof of your identity?,你有身份证明吗？
proper,适合的；合乎体统的,,Please wear proper shoes for hiking.,请穿合适的鞋子去远足。
property,财产， 所有物； 房产； 物业； 性质， 性能；财产，资产；性质,,That house is private property.,那栋房子是私人财产。
proportion,比例，部分；比例； 部分， 份儿； 均衡， 相称；比，比率，部分,,A large proportion of students passed the exam.,很大一部分学生通过了考试。
proportional,比例的， 成比例的；比例的；相称的,,The payment is proportional to the work done.,报酬与完成的工作量成正比。
proposal,提议；提议， 建议； 求婚；提议，建议；求婚,,He made a proposal to improve the system.,他提出了一项改进系统的建议。
propose,提议；提议， 建议， 提出； 提名， 推荐； 打算， 计划； 求婚；求婚,,I propose that we leave early tomorrow.,我建议我们明天早点出发。
prospect,前景；前景， 前途， 可能性； 景象， 景色； 可能成为主顾的人； 有希望的候选人；勘探， 勘察；展望；前景，前程,,The job prospects for graduates are good.,毕业生的就业前景很好。
prosper,繁荣,,The small business began to prosper quickly.,这家小企业开始迅速发展。
prosperity,繁荣；繁荣， 兴旺；繁荣；昌盛，兴旺,,The country enjoyed a period of prosperity.,这个国家经历了一段繁荣时期。
prosperous,繁荣的， 兴旺的；繁荣的，昌盛的,,The town is small but prosperous.,这个小镇虽小但很繁荣。
protect,保护，保卫，警戒,,Wear a hat to protect your head from the sun.,戴上帽子保护头部免受日晒。
protection,保护， 防护；保护，警戒,,The trees provide protection from the wind.,这些树提供了防风保护。
protective,保护的， 防护的；保护的，防护的,,She is very protective of her younger brother.,她非常保护她的弟弟。
protein,蛋白质；蛋白质，朊,,Eggs are a good source of protein.,鸡蛋是蛋白质的良好来源。
protest,抗议；抗议， 反对,,Many people gathered to protest the new law.,许多人聚集在一起抗议新法律。
protocol,礼仪， 礼节； 草案， 议定书,,You must follow the proper protocol at the meeting.,在会议上你必须遵守适当的礼仪。
proud,骄傲的；自豪的,,I am proud of my sister's success.,我为姐姐的成功感到骄傲。
prove,结果是；证实， 证明； 结果是；证明,,Can you prove that you are right?,你能证明你是对的吗？
provide,提供， 供给；提供；装备，供给,,The school provides free lunch for students.,学校为学生提供免费午餐。
provided,以…为条件；假如， 若是,,"You may go out, provided you finish your homework.",只要你完成作业，就可以出去。
providing,倘若,,"Providing it does not rain, we will go hiking.",如果不下雨，我们就去远足。
province,省； 领域， 范围；省；领域，部门,,He comes from a small province in the south.,他来自南方的一个小省份。
provision,供应； 准备； 条款， 规定； 给养， 口粮；供应；预备；存粮,,The store made provision for the winter.,这家商店为冬天做了准备。
provocation,激怒， 刺激； 挑衅， 挑拨,,"He hit me, but only under great provocation.",他打了我，但那是在被严重挑衅的情况下。
provoke,对…挑衅， 激怒； 激起， 引起；激起，挑起,,His rude remarks provoked an argument.,他粗鲁的言论引发了一场争论。
psychological,心理上的；心理的；心理的，心理学的,,Stress can cause psychological problems.,压力会导致心理问题。
psychologist,心理学家,,The psychologist helped me with my anxiety.,心理医生帮助我缓解了焦虑。
public,公众；公众的,,The library is open to the public.,图书馆对公众开放。
publication,公布；出版；出版物；出版， 发行； 公布， 发表,,The publication of the book was a success.,这本书的出版很成功。
publicity,公众的注意， 名声； 宣传， 宣扬,,The movie received a lot of publicity.,这部电影获得了大量宣传。
publicize,宣布,,They are trying to publicize the event.,他们正在努力宣传这个活动。
publish,公布， 发表； 出版， 刊印；公布；发表；出版,,She wants to publish a book one day.,她希望有一天能出版一本书。
pull,拉，拖；拉，拉力,,The boy had to pull the heavy cart up the hill.,男孩不得不把沉重的车拉上山。
pulse,搏动， 跳动；脉搏；脉冲；脉搏；脉冲，脉动,,The doctor checked my pulse.,医生检查了我的脉搏。
pump,抽， 泵送， 打气；泵；用抽机抽,,He used a pump to fill the tire with air.,他用气泵给轮胎打气。
punch,冲出；冲压机；猛击； 冲床； 穿孔机； 力量， 效力；猛击；穿孔,,He gave the bag a hard punch.,他狠狠地打了一拳那个袋子。
punctual,严守时刻的， 准时的；严守时刻的；准时的；准时的,,She is always punctual for class.,她上课总是很准时。
punish,罚，惩罚，处罚,,The teacher will punish the students who cheat.,老师会惩罚作弊的学生。
pupil,学生，小学生,,The pupils are listening to the teacher carefully.,小学生们在认真听老师讲课。
purchase,买；买，购买；购买； 购买的物品,,I would like to purchase a new phone.,我想买一部新手机。
pure,纯粹的；纯洁的,,This bottle contains pure water.,这个瓶子里装的是纯净水。
purple,紫的；紫色,,She picked a purple flower from the garden.,她从花园里摘了一朵紫色的花。
purpose,目的；意图；效果,,What is the purpose of this meeting?,这次会议的目的是什么？
purse,钱包， 女用小提包；钱包，小钱袋，手袋,,She put her money in her purse.,她把钱放进了钱包。
pursue,继续； 从事； 追赶， 追踪； 追求；追求；追赶，追踪；进行,,He decided to pursue a career in medicine.,他决定从事医学事业。
push,推；推，逼迫,,Push the door if it does not open.,如果门打不开就推一下。
put,放，摆；使处于,,Please put your books on the desk.,请把你的书放在书桌上。
puzzle,使迷惑；智力测验； 谜， 难题， 令人费解的事； 困惑， 迷惑；迷惑；迷惑，为难；苦思；难题；谜,,This puzzle has one thousand pieces.,这个拼图有一千片。
puzzling,令人困惑的,,The situation is very puzzling.,这种情况非常令人困惑。
qualification,资格(证明)，合格证书；资格， 资格证明， 合格证书； 限制， 限定,,Do you have the right qualifications for this job?,你有做这份工作的合适资格吗？
qualify,使……有资格；使具有资格；胜任， 具有资格， 合格； 限定,,This exam will qualify you to teach English.,通过这次考试你将获得教英语的资格。
quality,品质；质量；品质，特性,,This product is of high quality.,这个产品质量很高。
quantity,量，数量；量，数量，分量,,We need a large quantity of food for the party.,聚会我们需要大量食物。
quarrel,争吵，吵架，口角,,The two brothers often quarrel over small things.,两兄弟经常为小事争吵。
quarter,四分之一；一刻钟,,I ate a quarter of the cake.,我吃了四分之一的蛋糕。
queen,王后；女王,,The queen wore a golden crown.,女王戴着一顶金色的王冠。
question,发问；问题；疑问,,May I ask you a question?,我可以问你一个问题吗？
queue,排队等候；行列；长队，行列,,We had to wait in a long queue.,我们不得不排很长的队等候。
quick,快的；敏捷的,,She is a quick learner.,她学东西很快。
quiet,寂静的；安静的,,Please be quiet in the library.,在图书馆里请保持安静。
quit,停止， 放弃； 离开， 辞；放弃；离开，退出；停止,,He decided to quit his job.,他决定辞职。
quite,完全；相当；的确,,The movie was quite interesting.,这部电影相当有趣。
quiz,智力竞赛，问答比赛；小测验；考查， 盘问,,The teacher gave us a short quiz.,老师给我们做了一个小测验。
quotation,引文；引文， 引语， 语录； 报价， 牌价， 行情；引用；引文；报价单,,The article begins with a quotation from Shakespeare.,文章开头引用了一句莎士比亚的名言。
